RegionID,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
87622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143700,138800,138900,136600,137500,130400,118100,119700,117700,112100,109100,125900,124900,128300,124100,135300,142300,148500,148800,135900,137400,140800,144500,122200,1.16E+05,1.20E+05,133900,135800,139600,152200,147400,153800,146100,146500,131700,139100,143400,155400,150800,1.46E+05,1.41E+05,131400,1.44E+05,146900,163100,155600,154200,134300,138100,138800,144500,143500,148800,163700,160600,146100,144500,1.43E+05,145700,1.35E+05,132900,,
93600,205800,2.04E+05,196800,1.97E+05,201600,204200,202200,194600,194300,193900,198500,197100,1.95E+05,192100,192900,190700,194300,193600,198600,198300,199800,205400,205700,207500,202700,200700,196200,189700,187600,190400,195400,198200,196500,194100,188900,184500,183900,1.81E+05,184600,180200,1.83E+05,180700,182800,184900,185600,188400,187900,188900,1.89E+05,1.91E+05,189100,1.92E+05,195400,202200,199100,195200,195300,1.99E+05,200200,196600,194400,1.96E+05,2.00E+05,205900,204700,206700,205400,208200,205800,205800,203700,204300,203100,206700,207500,209900,211900,214700,216600,214100,216700,217800,2.19E+05,217700,219700,220900,222500,221700,2.21E+05,2.20E+05,220900,223600,226100,226900,226700,229500,232400,235600,235600,235200,240200,242800,242900,244400,243100,245600,246800,251600,257500,254500,256600,256400,259700,258300,261800,263600,270400,274100,282300,285300,285600,285300,2.85E+05,287800,288900,287500,286900,284100,289300,2.94E+05,302300,303200,304800,304100,305700,303600,307300
82689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111700,130800,149800,150600,1.23E+05,114200,113900,130400,142400,148700,146600,138200,132800,126200,126400,131300,130400,130100,139400,138400,138600,128100,128200,128100,131900,136900,150300,141300,1.40E+05,126100,1.27E+05,130700,129400,129300,133700,143600,1.48E+05,139300,122400,116300,124800,128300,127500,107900,103200,100900,110800,116500,121600,123700,126500,140800,146400,1.59E+05,152100,158900,147900,144700,137900,140100,144100,137700,155700,144800,152400,130200,137100,1.39E+05,135200,134200,130400,140400,144500,
98246,284400,279800,256900,255500,243500,245800,244500,2.36E+05,231600,226300,237900,244400,238300,230500,2.30E+05,224900,2.28E+05,212300,210400,190400,194400,208600,229700,225200,229400,222300,232200,217700,207800,210800,195300,194800,169200,185200,192400,200900,201100,174800,189200,161700,184900,175600,194600,187700,191300,190100,208700,215700,217200,229300,210700,217800,189600,186500,172700,177300,1.88E+05,200400,195700,200300,202400,191900,187400,193100,208200,2.04E+05,195500,195900,190700,188700,193100,217400,208900,208900,201700,225500,226400,225300,197300,2.00E+05,215600,232800,240200,219400,221500,211400,215100,209800,204200,207700,213200,221100,2.19E+05,2.42E+05,236800,234200,210400,2.15E+05,218200,219500,236400,238500,241300,215400,2.16E+05,222800,240100,262300,260400,251700,235900,239200,253800,262700,267200,261400,254200,255800,249800,247400,240200,2.47E+05,254300,248900,261500,2.61E+05,263200,264900,258800,275500,266400,287800,267100,274200,2.56E+05,259200,2.49E+05
83788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210400,224900,221100,223900,223600,241800,241200,237400,2.28E+05,239500,249300,260400,248100,243700,244800,2.57E+05,261200,255100,243900,241800,246300,253800,276100,279100,284300,254300,249300,2.37E+05,241700,242600,247200,238400,230600,225800,2.36E+05,254600,263200,270900,254200,248200,243800,241600,251900,2.50E+05,260500,2.50E+05,252900,247200,241500,235200,228900,233600,2.30E+05,210900,2.10E+05,212900,228300,234600,2.31E+05,230700,218700,2.16E+05,216400,218800,226400,2.28E+05,216800,213300,215100,215200,199800,183700,187300,198400,217800,213700,203500,197900,187500,187300,177400,175800,180200,185200,190300,176800,176200,185500,194600,189100,
98438,2.84E+05,265800,2.52E+05,243700,233400,223900,223400,217300,240400,237700,243400,212500,213900,202800,208900,190100,191400,1.91E+05,205500,212800,222900,221400,215400,200500,212100,216100,226600,215200,210600,204100,203200,199300,208100,207100,204700,186300,185300,179500,186700,182700,193500,191500,194100,208200,212700,211700,1.91E+05,191800,191900,194200,188800,182100,182600,182300,204500,209900,236900,2.32E+05,252700,228300,240600,2.45E+05,269700,271900,264400,261600,255700,253700,254400,255600,264200,264400,269800,2.69E+05,272900,2.78E+05,283600,2.93E+05,288300,288700,286500,295500,292100,295700,288600,290600,282600,285200,287500,293200,3.04E+05,3.08E+05,314200,307900,304600,299200,302100,3.06E+05,324200,326900,334300,324800,332200,334300,336700,337400,339400,346100,353600,344800,347500,341800,353200,349200,353800,392700,394900,3.98E+05,371800,377600,380700,381600,386700,390600,404300,400700,405500,403800,424800,419400,,,,,,,
70899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80E+04,67500,67200,76400,77200,79900,7.30E+04,76900,76900,78900,72900,72400,73200,76400,71500,67900,71500,81300,84100,80800,77200,76400,83800,83500,89100,85300,8.70E+04,108300,99600,97400,81100,1.04E+05,105900,100200,8.20E+04,84700,88900,96400,103400,109400,117100,113200,108900,1.04E+05,108200,113800,121700,131600,1.27E+05,1.24E+05,120800,123500,124600,125300,1.34E+05,140800,143900,144700,143800,141800,141200,1.49E+05,147900,149700,137200,138900,130600,137600,140800,155300,154700,1.54E+05,151400,158800,167600,172300,171200,159100,
70564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34E+05,142200,149700,147900,1.55E+05,150900,159400,148300,141400,127800,138800,134500,142500,135200,130200,118600,121400,131300,138200,131500,127900,138900,150200,153700,154700,1.45E+05,128400,127900,136800,145100,147500,150200,161500,1.61E+05,163100,1.60E+05,161800,167700,173200,168900,161300,164200,163200,171600,162700,158500,143100,1.54E+05,155600,166800,163100,174300,170100,1.69E+05,166600,185400,186500,179700,1.63E+05,139600,126700,127300,148200,161200,164300,
58581,388500,378200,3.53E+05,328300,336400,353600,359700,352700,342700,325200,323800,3.02E+05,326200,323100,337300,308200,300100,301500,312800,339800,3.36E+05,325900,310600,343600,373600,384600,354800,331500,317400,329400,3.46E+05,344900,3.45E+05,338100,312100,302700,298300,329800,318200,319700,334500,393300,414200,3.88E+05,342600,307800,317400,320900,347200,320100,310100,280500,309100,327800,333300,328100,307600,306900,305400,305400,355300,359700,371500,351500,366300,377500,362200,364500,361900,4.28E+05,420100,423800,393500,4.10E+05,406600,376300,359700,357100,367500,371400,388500,3.85E+05,401500,401700,404300,401700,377900,370300,364900,389800,394100,394900,365200,379200,385800,414400,403800,386600,394300,390700,408300,407300,4.20E+05,409600,409300,419500,423200,438800,430200,445800,4.45E+05,468900,467100,4.52E+05,455100,470900,485100,460800,454300,440800,464300,462100,483800,483500,480200,488200,475800,529200,487600,487600,430400,449900,457300,493700,478500,495300,
67920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40E+04,77600,76100,75400,80900,84900,83100,84600,9.00E+04,94400,94500,83300,81500,82800,80700,79200,76100,79300,84300,76300,86100,79700,87700,83200,76100,78200,71600,74800,66400,70800,69800,78200
58490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447300,455400,453500,447300,455300,435700,457700,446700,467600,452300,4.58E+05,453900,474100,490500,4.84E+05,474300,461800,488400,493200,498300,507400,513300,530500,512200,512500,514900,5.16E+05,534900,534900,545300,536600,527300,513100,506200,528300,528300,538300,536800,5.56E+05,584600,5.64E+05,5.72E+05,531700,547300,545500,582900,590900,578800,5.45E+05,549900
72950,175700,157600,171200,168600,159200,144300,135600,121300,113700,1.05E+05,112800,1.07E+05,107900,97800,102200,101800,102200,98700,95200,94500,100200,104600,109800,108500,1.03E+05,99700,93800,99600,1.00E+05,103800,104400,100500,93500,92700,95400,100600,94300,96100,95900,9.90E+04,102300,105800,108300,104800,104800,110700,120100,126600,125200,124200,122600,124900,1.22E+05,127200,131700,136300,135700,139400,142800,1.38E+05,134600,134800,145700,149700,160400,157700,160900,150700,156200,1.56E+05,160600,163700,163100,165200,158500,162700,162700,172400,177400,185700,179800,174600,170200,176400,187500,186900,188700,179200,1.81E+05,178900,1.84E+05,188900,195700,207500,215400,210300,203500,196900,202300,204500,205600,209600,201900,202300,197400,204800,2.01E+05,198900,201100,208500,217600,219500,223100,221800,2.23E+05,220200,224300,228300,230300,2.38E+05,2.41E+05,245400,237100,238100,2.38E+05,239200,232100,227400,225800,237700,247500,248600,2.41E+05,234500,241300,241500,246400
89841,129700,127500,1.30E+05,130400,123500,125500,116500,121300,125100,133900,156700,152700,154500,135500,135600,134700,132700,129600,123400,123400,128500,131400,135900,134900,142100,144800,140500,127800,125200,142100,146400,135700,117300,1.22E+05,126400,139200,145700,152700,156600,151100,149900,143100,149800,141200,141600,137100,142100,142600,135700,138300,147300,151100,144800,136100,136800,130900,135800,142800,156800,156600,153800,155200,156400,1.52E+05,152900,147900,150500,145800,150200,157500,165600,172300,168900,164300,157300,155200,158800,156100,161200,167500,169500,169300,160300,157600,154900,155800,154100,153300,156600,165200,162200,156300,152200,149800,148900,154800,158900,1.61E+05,157800,155800,150600,143900,1.47E+05,154300,1.55E+05,1.48E+05,161500,160400,170300,159200,162600,166100,164100,171800,1.67E+05,165400,159300,159700,161700,154500,145700,141500,145200,151900,154600,156900,150800,1.50E+05,151800,161600,1.66E+05,163900,163200,1.62E+05,176700,1.77E+05,182100
99757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285300,297900,300900,311200,301700,308300,299100,314100,318900,334500,330400,330700,316400,307600,294200,364400,371500,380400,333400,329600,344200,352400,356500,352900,3.56E+05,361100,369300,349900,352400,349400,369500,371600,397600,407300,422200,410100,399400,402500,401300,394900
73034,183100,170600,164500,149800,152500,1.52E+05,176600,193900,182400,165800,1.48E+05,155700,155900,142900,1.36E+05,127200,1.29E+05,121400,1.40E+05,129700,134300,119400,128500,127500,128200,1.34E+05,150500,147600,1.40E+05,132200,121700,129200,111500,118600,114100,110300,120300,118200,124800,1.14E+05,102400,99600,103400,107200,93600,83700,84500,101300,108600,113200,115600,119300,118500,112800,106200,96400,106600,107400,117300,108700,1.12E+05,116700,120700,1.30E+05,136100,124700,1.21E+05,114800,123800,125300,130600,132400,132400,135500,157600,154300,146400,1.29E+05,130800,138500,150800,152100,149300,147400,154700,159700,157900,1.54E+05,153600,158700,158500,1.60E+05,154300,1.64E+05,1.77E+05,1.81E+05,173100,159400,1.55E+05,165200,172200,174700,1.79E+05,185100,191300,173800,171500,180600,192100,178300,179700,181300,173200,174300,174900,192500,188600,187100,186500,182800,184800,185200,183700,179200,182500,185200,177400,176400,170900,182700,,,,,,,
88601,,,,,,,,,,,,,272100,239600,220600,212800,209800,204700,202500,210700,211600,213700,232500,240300,252100,220900,221500,2.22E+05,232100,226900,219400,207700,194100,183500,199900,2.08E+05,199900,188500,175600,1.78E+05,169400,196600,214400,220600,216700,200600,207500,200100,194900,172500,172600,185500,197600,191400,198900,194400,1.89E+05,196500,221100,239900,231200,221300,229800,228200,223300,192600,189700,194700,200600,204100,182500,219500,219600,240300,209200,206900,199100,201900,212700,213600,221300,212200,212800,222100,218900,218200,210600,204400,205700,203700,2.06E+05,204800,197700,2.08E+05,212100,214800,218200,2.14E+05,206700,208100,215800,227700,216700,224100,228500,237100,226500,2.21E+05,223100,226200,237300,235600,258200,249600,259300,234500,236400,215500,235800,233300,239600,229700,2.21E+05,231700,229800,248300,246200,262400,256800,239700,221300,218200,265100,264100,262500,229600,
84284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375100,381300,360300,351800,359500,382900,395500,395400,401600,414100,425900,424700,431600,4.16E+05,388400,411100,438200,443100,404200,394200,431600,4.42E+05,434100,419300,430100,4.84E+05,494200,484200,429100,427100,427500,441100,420600,398100,391400,397700,361400,316900,329800,347100,382300,350700,392300,384700,391400,399400,418200,421800,411700,421400,526500,517400,504100,414300,4.36E+05,444300,426500,414400,371200,376300,3.54E+05,383900,436800,472400,478100,427100,4.09E+05,444400,462600,4.58E+05,459700,452900,481900,424300,408100,416600,436400,445800,416800,475700
93566,250200,244100,245700,258800,248200,234200,221700,2.18E+05,228200,2.18E+05,2.28E+05,216700,209500,197400,197400,222300,227300,231600,215800,222300,222600,241100,248800,250500,243500,231400,221400,207500,213700,218500,230200,223400,240200,245900,247500,238800,227600,225800,216800,213700,215800,219900,221400,224500,221200,215200,212600,217200,220400,212500,219400,227700,229200,216500,220200,227400,228400,240400,234600,237600,220100,229300,231600,230200,227500,232100,233700,235500,230800,227200,226200,227100,240400,238900,245200,245700,247900,245800,247600,245100,244400,248900,251400,265100,265300,271400,263900,261300,266100,274600,280300,282500,272700,274700,279900,2.81E+05,278900,278200,283400,289900,291100,289200,284800,290200,304500,309100,316900,307500,308600,304200,313300,311200,311900,308500,315600,3.15E+05,328900,3.29E+05,331800,3.33E+05,327800,324200,3.15E+05,326800,328800,330900,332900,331100,352500,3.57E+05,376400,358700,347200,343900,348100,3.59E+05,354800
85240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81600,78700,77300,65800,71200,79500,84700,77900,70700,67400,67800,72700,74300,7.00E+04,68700,67900,73700,75500,74300,75700,7.80E+04,81800,8.00E+04,78600,73500,71200,71100,74100,76400,7.40E+04,77200,92200,94300,92800,75800,78900,77100
93774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142600,141800,131300,131800,121300,135700,142200,141100,119500,1.20E+05,1.27E+05,143800,150200,145500,143500,141400,151900,168200,168500,167500,161500,154600,153900,1.59E+05,165100,160900,154500,159600,158200,159100,152400,156200,152300,158800,167200,168400,169200,164300,1.55E+05,147500,149500,159400,168500,173700,1.81E+05,1.83E+05,176300,174300,165500,177900,180900,193100,1.88E+05,188600,189700,192400,180200,172200,167300,181400,1.92E+05,201100,201100,197100,192400,197800,196100,195600,195600,198400,203800,2.04E+05,204400,198300,197900,200400,215200,216200,2.22E+05,214700,211300,215300,219800,227500,227100,230800,2.33E+05,236200,231100,226800,223200,225600,229300,237500,234300,239400,234400,238300
67174,530100,507100,484300,499800,515100,511500,4.97E+05,501700,4.83E+05,504200,486100,464400,4.20E+05,438100,450400,464100,460900,461100,445100,433100,453800,469300,538300,532700,550500,5.15E+05,527300,533900,5.17E+05,517300,515600,532500,5.35E+05,519400,524800,487100,491300,454100,487900,518900,527500,534400,511700,5.39E+05,546300,563100,554100,541600,524500,537700,558800,5.63E+05,556700,548200,531300,533100,5.21E+05,5.65E+05,5.76E+05,594800,586700,583500,581100,590200,597800,610800,6.08E+05,612300,609300,646800,636200,634800,594100,6.28E+05,635700,641800,621200,608800,609200,598100,6.06E+05,604700,596300,637400,657600,672600,638500,612700,610100,578500,583900,584900,608900,612900,616300,610700,616500,610700,605200,591800,575900,607700,6.17E+05,658800,641400,640200,645900,6.53E+05,662500,657900,666500,663400,651200,637200,639400,633700,639300,643500,655400,677100,666500,660900,633700,6.57E+05,652400,627500,602400,604500,620300,608100,622300,6.42E+05,661700,673200,682300,688900,
82048,234800,230400,242800,251700,236400,218400,212700,219900,218200,223100,227400,235800,2.11E+05,186500,183300,178600,193500,188300,184800,1.83E+05,1.65E+05,174600,167300,158200,153200,148900,155700,163100,166400,165600,163400,151800,162600,170600,192100,1.86E+05,158400,141300,144400,166400,169600,182800,174800,174100,147600,131500,133200,144400,157200,162600,177900,197400,197600,190200,1.74E+05,1.87E+05,187400,211800,195400,186700,162300,166400,172700,193800,193500,1.98E+05,189700,192800,174200,175400,171500,208700,185300,192800,175400,197500,201900,207500,215300,221400,207600,209400,216300,220700,223500,213400,243300,243600,242200,224600,210800,207900,203700,205600,207600,213700,211600,210900,213200,222900,230800,233600,236200,237300,237400,234500,265400,275700,284900,253100,247400,239200,240400,233400,2.38E+05,238400,246900,253200,256900,251600,252300,258900,259900,262400,2.55E+05,261100,250500,259200,237400,237200,262800,294900,304300,272100,276500,281300,293100
96887,407700,402200,398400,372900,358900,343500,347700,340400,341100,323300,319300,317400,304300,299500,2.86E+05,282400,266900,262800,272500,280100,294600,298600,298100,288500,282400,274200,279900,265400,276500,277800,285300,286200,2.81E+05,279700,276300,278800,283800,275200,258800,262600,266300,280400,270400,276100,2.69E+05,271200,265100,264900,266500,263900,262100,258800,269800,286600,291100,2.93E+05,290100,294100,293700,293800,304100,303900,315300,318100,3.49E+05,366700,376100,359200,351900,369900,370100,373900,363700,3.82E+05,387700,387400,383100,3.81E+05,381800,392700,395500,393700,385800,384200,390200,388800,387600,386200,395700,403400,412200,408900,417100,419500,416900,405800,403100,412300,416300,420800,415900,421800,417900,422600,420900,4.24E+05,433100,445300,442100,439700,437900,445300,447200,447700,4.48E+05,452800,449900,462400,474700,4.94E+05,492800,489400,470600,481800,486300,495500,486700,479900,473200,4.66E+05,464500,480900,485700,485300,476400,481800,489600
99201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42E+05,247100,263700,2.41E+05,237100,218700,240700,235300,229300,219200,221600,231300,262800,270500,267300,251800,258500,254400,248500,270400,278400,269200,266400,2.67E+05,290200,261500,268500,248300,258700,256100,261300,267700,263700,265200,256100,258900,259700,260500,2.57E+05,258100,249700,262800,258800,263700,275100,290200,300200,283300,285200,293200,303500,284200,2.78E+05,281700,302700,305600,299400,295500,281900,286900,288900,300900,3.03E+05,312900,319600,321400,327200,334800,351300,363400,381400,383400,367900,342100,3.45E+05,347200,356900,340400,348900,359600,373900,360200,369300,364500,3.92E+05,373600,370900
72395,79200,85300,88700,93700,87300,80800,7.60E+04,82400,84800,84300,78200,80600,80800,85100,82500,7.80E+04,65600,5.90E+04,56400,63500,63400,68600,63800,66100,61400,61900,63600,64800,64800,62100,6.30E+04,62400,62700,61100,57200,55100,54200,59700,60600,59500,58300,58500,60700,61300,63600,65900,64100,60700,57200,60100,65100,66600,65200,62400,66400,69700,69100,67700,66500,70700,69500,72100,72500,74400,73100,77500,77100,81500,80800,86600,87200,87100,85500,86400,8.50E+04,87600,88200,93100,94400,95400,9.30E+04,93300,97700,99300,101200,98900,100700,97200,100500,99600,101400,98100,101600,99800,100700,101800,112700,111100,110800,109500,113600,111600,106200,108600,109400,112800,111400,115800,1.16E+05,120500,125900,126500,116700,116400,121600,131100,135900,131500,136300,1.25E+05,131400,133400,144100,146500,133100,1.30E+05,122400,131800,132300,138600,137500,132400,136500,143100,153600,,
85066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143400,144500,141700,1.38E+05,135200,139900,139900,134800,130700,133600,133700,133600,132300,126900,133200,138400,157300,149300,150700,151800,155500,152800,153200,156400,157900,153100,1.50E+05,147900,140500,141200,135600,131300,152300,154900,165600,164200,158200,150400,123600,1.30E+05,140800,147400,143500,131100,148200,151700,168500,152900,166700,164600,168700
63480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16E+05,118200,119200,117500,114900,114200,118300,117700,119700,121200,120600,116100,114300,112600,114800,111800,112600,111100,111300,111700,113800,122800,123200,122300,117200,127300,1.25E+05,1.25E+05,116200,121400,115400,116200,112600,116300,111800,117100,120100,134900,129100,128600,114800,117400,118800,121500,121900,118800,121300,1.23E+05,124400,127400,133300,138100,139800,135700,138100,136700,137500,137200,141500,145200,145200,139800,140100,142900,145300,145400,141900,146300,143500,139100,139500,149700,156800,157800,149800,148100,
99690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166400,168600,160800,169400,170300,1.76E+05,1.62E+05,163100,1.64E+05,166100,167700,172300,178800,180900,1.83E+05,189100,1.90E+05,177900,164900,158900,1.70E+05,171800,178100,169500,180500,175200,185100,175400,179900,1.87E+05,202200,206200,200900,200200,194100,192400,183500,194800,199900,210900,205100,203500,198600,2.05E+05,2.09E+05,220300,228700,2.35E+05,224200,218300,213700,216100,217500,221400,2.37E+05,238600,244200,233300,238900,245600,256400,2.58E+05,253800,254400,263500,275100,281300,282100,277500,280900,273300,274100,270500,277800,284700,281800,281100,269500,273400,277800,288400,303400,300400,304300
71936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97100,104300,117900,114600,114400,113500,117200,121400,114500,123800,120500,118300,127600,137100,140900,150900,1.54E+05,159200,147600,138500,132700,119300,135200,139200,152800,145200,149200,153600,155100,157200,135800,138100,131600,148600,145300,156700,149800,1.49E+05,140800,148200,150600,147700,155900,150300,161800,1.38E+05,152100,160300,179200,183300,173200,187100,192800,198900,
84342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85700,96500,94500,88200,87800,9.00E+04,8.80E+04,91700,99100,105600,106300,92800,91800,91300,95200,97700,101200,103700,95900,9.60E+04,96900,101500,90100,87900,87500,93100,107200,107500,114500,108400,114100,112100,110100,110300,125400,123900,125100,121200,128400,133100,129300,124200,127900,129600,133400,128400,129100,133400,1.33E+05,136300,139300,151400,147300,1.39E+05,135200,141900,164800,159600,1.59E+05,137400,135600,137400,140600,147400,139800
60667,496700,459300,419900,410600,4.00E+05,3.85E+05,364600,355900,373400,377600,428500,431800,476700,423800,415900,373700,368300,357600,345500,358100,3.63E+05,405200,403600,436100,397600,375900,371700,407100,398100,364500,3.54E+05,393200,404200,422100,438900,471600,441600,4.50E+05,4.25E+05,413600,357600,384200,417400,441100,405200,377700,362700,359700,357900,358600,361600,404100,433800,440300,421900,422900,385900,3.80E+05,339500,390600,385400,437600,441100,447100,4.15E+05,413700,397600,383700,349800,390500,424200,435500,387800,359200,377400,413200,4.24E+05,425400,427600,455800,4.48E+05,4.09E+05,359300,413100,432800,439400,361300,348400,3.77E+05,4.07E+05,411900,379100,364400,380800,418200,417200,440600,432400,424800,377100,3.63E+05,360900,377900,3.90E+05,418800,417500,414900,546100,558400,527200,3.84E+05,383700,392500,381300,373600,387700,411100,400700,402100,399200,399300,413200,429800,444400,464900,436100,418800,419500,458800,517800,506300,477900,435500,4.09E+05,436600,456700,
86279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124300,128300,128600,1.38E+05,126900,133600,125100,130800,130500,129100,139400,138400,149600,139200,1.38E+05,133800,141300,140700,137900,1.40E+05,134700,1.41E+05,133400,131900,124900,126300,127800,130700,1.32E+05,143200,144500,144400,1.37E+05,137900,144900,148900,146400,147800,147200,146700,1.50E+05,153100,163600,154600,148400,141800,147100,152600,158600,159900,166800,163300,159500,150800,151400,156700,166400,1.69E+05,167300,161700,157300,160100,160600,168300,165500,163500,161100,173300,181100,182600,166400,1.68E+05,170700,174800,1.77E+05,1.74E+05,184900,185700,189400,180500,186100,192100,201600,187400,
58273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131500,136900,149900,145100,125300,124600,128500,153600,159400,154900,150300,141100,145200,146200,147100,153200,1.51E+05,168700,171700,188300,169600,169100,1.57E+05,159900,159100,163700
74239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252100,273900,289800,277300,263200,253600,2.71E+05,285300,254700,228400,219900,248800,261300,264500,247500,244400,223500,223700,234800,267700,262500,289400,266600,271700,242900,257800,266600
72386,,,,,,,,,,,,,,,,39600,40700,38600,36200,36800,38400,40800,43500,4.90E+04,51200,50300,45500,43300,43900,44500,45600,44700,44500,43100,45200,44600,44400,43900,49500,52100,5.00E+04,45200,4.70E+04,48700,52400,56400,54800,53500,48700,51900,53800,58700,56400,60100,54200,58400,51300,59700,55500,57600,56500,6.10E+04,61400,65300,66600,71700,65700,65800,65100,67900,70100,74400,88100,90900,96400,84900,81300,73800,75900,76200,7.90E+04,78300,86900,88300,87600,82100,82900,88400,95200,97800,98300,102400,1.08E+05,111900,111900,1.09E+05,114500,115200,128300,128200,137400,135900,146200,146300,147600,142400,149900,153100,152400,149500,152400,159100,1.58E+05,159200,155200,163900,164600,1.86E+05,180500,182800,179100,185800,185600,178200,179200,175900,171900,170600,187700,206600,203200,195300,186800,203300,207400,208900,206600
97229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346100,361600,3.49E+05,318100,289700,2.97E+05,303600,333400,336300,3.32E+05,315100,330700,333200,3.61E+05,342300,345800,311100,306400,290800,286700,294200,312700,319700,315700,316900,325500,341800,347100,353800,359900,364500,362100,3.53E+05,349500,351500,357100,359700,359300,372300,382200,387800,384900,373500,3.76E+05,358800,353600,336500,352800,378500,3.92E+05,391100,369800,356500,350100,340900,354800,339100,341100
