date,high,low,open,close,volume
2019-09-18 15:30:00,301.2200,300.0050,300.0050,301.0900,10191171
2019-09-18 14:30:00,300.3575,298.5257,298.5720,300.0220,24600903
2019-09-18 13:30:00,300.5200,298.5700,299.6800,298.7800,15185359
2019-09-18 12:30:00,300.2450,299.6600,300.1550,299.6900,3569031
2019-09-18 11:30:00,300.2400,300.0200,300.1400,300.1500,3181030
2019-09-18 10:30:00,300.5700,300.1000,300.5000,300.1400,4130207
2019-09-18 09:30:00,300.8166,300.1260,300.4959,300.5159,7099381
2019-09-17 15:30:00,301.0200,300.4100,300.4350,300.9400,6118041
2019-09-17 14:30:00,300.4500,300.1600,300.1950,300.4400,4474781
2019-09-17 13:30:00,300.6000,300.0800,300.0900,300.2000,4989877
2019-09-17 12:30:00,300.2500,299.9300,300.1300,300.1000,3135163
2019-09-17 11:30:00,300.4700,299.9800,300.2700,300.1200,3212445
2019-09-17 10:30:00,300.5700,299.9700,300.1650,300.2700,5084341
2019-09-17 09:30:00,300.3900,299.7500,299.9400,300.1700,11200221
2019-09-16 15:30:00,300.3100,299.9700,300.0800,300.1600,6585705
2019-09-16 14:30:00,300.4300,300.0200,300.2800,300.0789,7062908
2019-09-16 13:30:00,300.3800,299.9600,300.0800,300.2800,5706634
2019-09-16 12:30:00,300.1600,299.5800,299.8200,300.0900,8362554
2019-09-16 11:30:00,300.6815,299.7306,300.3612,299.8212,5992253
2019-09-16 10:30:00,300.7915,300.0259,300.1059,300.3659,5532843
2019-09-16 09:30:00,300.6500,299.7000,299.8400,300.0900,9802671
2019-09-13 15:30:00,301.3700,300.9300,300.9500,301.0500,8657614
2019-09-13 14:30:00,301.6224,300.9617,301.2312,300.9975,4317663
2019-09-13 13:30:00,301.4800,301.0200,301.4700,301.2100,7714476
2019-09-13 12:30:00,301.6100,301.3000,301.3900,301.4700,4033858
2019-09-13 11:30:00,301.8600,301.2975,301.7600,301.3900,9944862
2019-09-13 10:30:00,302.1700,301.5600,301.7700,301.7100,8478693
2019-09-13 09:30:00,302.3005,301.5498,301.7476,301.7926,10320054
2019-09-12 15:30:00,302.0900,301.2700,301.9600,301.2700,8644319
2019-09-12 14:30:00,302.3600,301.8800,302.0300,301.9000,6039054
2019-09-12 13:30:00,302.3700,301.8900,302.0700,302.0300,6918459
2019-09-12 12:30:00,302.4200,301.6900,301.7350,302.0700,5910251
2019-09-12 11:30:00,301.8500,301.3900,301.4800,301.7300,5811883
2019-09-12 10:30:00,302.3794,300.9380,301.9121,301.4921,13420625
2019-09-12 09:30:00,302.5742,300.7724,301.1697,302.0098,20904087
2019-09-11 15:30:00,300.3400,299.5600,299.6850,300.2800,11569777
2019-09-11 14:30:00,299.7700,299.3000,299.5000,299.6900,4962138
2019-09-11 13:30:00,299.8700,299.4200,299.7250,299.4908,5876439
2019-09-11 12:30:00,299.9200,299.4700,299.4900,299.7300,7474898
2019-09-11 11:30:00,299.7100,299.0600,299.0600,299.4900,7307035
2019-09-11 10:30:00,299.1800,298.7900,298.9100,299.0500,7502549
2019-09-11 09:30:00,299.3090,298.0079,298.4749,298.9149,11734694
2019-09-10 15:30:00,298.1800,296.8100,296.8450,298.1800,7067003
2019-09-10 14:30:00,296.9900,296.5150,296.7600,296.8450,4883686
2019-09-10 13:30:00,297.5500,296.7300,297.1700,296.7600,3187262
2019-09-10 12:30:00,297.7900,296.9400,297.4300,297.1800,5193072
2019-09-10 11:30:00,297.5900,296.0923,296.1900,297.4200,8844312
2019-09-10 10:30:00,296.8200,296.0800,296.7300,296.1900,6533945
2019-09-10 09:30:00,297.6963,296.2450,297.3707,296.7507,16632249
2019-09-09 15:30:00,298.2300,297.8100,297.9700,298.1500,7487645
2019-09-09 14:30:00,298.1100,297.4200,297.4900,297.9700,6548172
2019-09-09 13:30:00,297.9100,297.3900,297.5950,297.5000,4546050
2019-09-09 12:30:00,298.2799,297.4491,297.7496,297.6096,5902684
2019-09-09 11:30:00,298.7400,297.6700,298.6800,297.7500,7154034
2019-09-09 10:30:00,298.9000,298.5600,298.6860,298.6900,5237412
2019-09-09 09:30:00,299.2753,298.5047,299.0459,298.6859,9795514
2019-09-06 15:30:00,298.7200,297.8800,298.5900,298.0800,8775234
2019-09-06 14:30:00,298.6050,298.3200,298.5316,298.5900,5138448
2019-09-06 13:30:00,298.7600,298.4300,298.6200,298.5250,3919531
2019-09-06 12:30:00,298.9298,298.0490,298.3811,298.6411,5124208
2019-09-06 11:30:00,298.6949,298.3446,298.3958,298.3658,4437138
